Date,Product_ID,Product_Name,Warehouse,Quantity_On_Hand,Quantity_Reserved,Quantity_Available,Reorder_Point,Reorder_Quantity,Unit_Cost,Total_Value,Last_Received,Next_Expected,Status
2024-12-01,PROD-94537,Product 6176,Warehouse-West,20,5,15,54,120,1204.75,24095.0,2024-11-03,2024-12-23,Low Stock
2024-12-01,PROD-80132,Product 2684,Warehouse-East,411,13,398,24,88,239.44,98409.84,2024-11-08,2024-12-03,Reorder Required
2024-12-01,PROD-38395,Product 9572,Warehouse-North,763,48,715,91,81,1447.03,1104083.89,2024-11-28,2024-12-28,Reorder Required
2024-12-01,PROD-57835,Product 1953,Warehouse-East,760,11,749,45,134,999.21,759399.6,2024-11-03,2024-12-28,Low Stock
2024-12-01,PROD-58778,Product 7072,Warehouse-Midwest,785,28,757,23,57,1118.21,877794.85,2024-11-30,2025-01-13,Normal
2024-12-01,PROD-70807,Product 3958,Warehouse-South,713,3,710,42,153,917.16,653935.08,2024-11-30,2024-12-11,Low Stock
2024-12-01,PROD-40360,Product 9064,Warehouse-East,261,38,223,53,81,84.78,22127.58,2024-11-09,2024-12-18,Reorder Required
2024-12-01,PROD-57713,Product 4532,Warehouse-Midwest,543,5,538,48,95,1506.35,817948.05,2024-11-30,2024-12-17,Low Stock
2024-12-01,PROD-82028,Product 8226,Warehouse-North,841,26,815,97,130,952.7,801220.7,2024-11-14,2025-01-04,Reorder Required
2024-12-01,PROD-85266,Product 5517,Warehouse-Central,749,2,747,25,59,368.55,276043.95,2024-11-22,2024-12-20,Low Stock
2024-12-01,PROD-64822,Product 5447,Warehouse-Midwest,643,9,634,49,139,609.15,391683.45,2024-11-28,2024-12-22,Normal
2024-12-01,PROD-44369,Product 3125,Warehouse-North,512,1,511,42,191,1261.32,645795.84,2024-11-05,2025-01-03,Reorder Required
2024-12-01,PROD-80803,Product 3501,Warehouse-West,848,46,802,47,190,27.94,23693.12,2024-11-08,2024-12-16,Normal
2024-12-01,PROD-93580,Product 7209,Warehouse-East,435,22,413,23,198,286.29,124536.15,2024-11-09,2024-12-22,Overstocked
2024-12-01,PROD-28398,Product 1436,Warehouse-Midwest,448,32,416,72,115,1831.73,820615.04,2024-11-02,2024-12-21,Overstocked
2024-12-01,PROD-79558,Product 3214,Warehouse-Central,744,20,724,66,80,274.56,204272.64,2024-11-27,2025-01-01,Normal
2024-12-01,PROD-90326,Product 2632,Warehouse-South,817,26,791,94,87,47.95,39175.15,2024-11-30,2024-12-14,Normal
2024-12-01,PROD-65403,Product 6042,Warehouse-South,119,20,99,46,102,280.87,33423.53,2024-11-20,2024-12-31,Normal
2024-12-01,PROD-03832,Product 7304,Warehouse-East,593,34,559,21,98,1207.91,716290.63,2024-11-22,2024-12-16,Normal
2024-12-01,PROD-91305,Product 8025,Warehouse-South,759,47,712,39,118,547.35,415438.65,2024-11-15,2024-12-16,Normal
2024-12-01,PROD-66404,Product 3386,Warehouse-North,570,47,523,94,131,419.61,239177.7,2024-11-25,2024-12-07,Low Stock
2024-12-01,PROD-63773,Product 8376,Warehouse-West,952,47,905,41,145,136.73,130166.96,2024-11-17,2024-12-08,Overstocked
2024-12-01,PROD-26460,Product 7154,Warehouse-South,811,21,790,54,93,914.84,741935.24,2024-11-17,2024-12-13,Low Stock
2024-12-01,PROD-13706,Product 9060,Warehouse-North,428,0,428,26,76,550.08,235434.24,2024-11-12,2024-12-18,Normal
2024-12-01,PROD-38902,Product 2769,Warehouse-South,921,23,898,58,163,453.64,417802.44,2024-11-05,2025-01-12,Normal
2024-12-01,PROD-05577,Product 6598,Warehouse-Midwest,477,20,457,32,113,242.98,115901.46,2024-11-22,2025-01-10,Overstocked
2024-12-01,PROD-67368,Product 7134,Warehouse-East,501,39,462,41,137,480.79,240875.79,2024-11-10,2024-12-15,Normal
2024-12-01,PROD-10195,Product 1305,Warehouse-East,175,9,166,63,195,215.43,37700.25,2024-11-23,2025-01-15,Overstocked
2024-12-01,PROD-23501,Product 7319,Warehouse-East,103,49,54,88,187,915.46,94292.38,2024-11-01,2024-12-21,Low Stock
2024-12-01,PROD-08551,Product 6008,Warehouse-Central,897,1,896,24,150,1135.5,1018543.5,2024-11-29,2024-12-03,Overstocked
2024-12-01,PROD-08722,Product 4175,Warehouse-East,866,45,821,61,122,1205.55,1044006.3,2024-11-23,2024-12-13,Normal
2024-12-01,PROD-66776,Product 7639,Warehouse-Midwest,677,10,667,24,72,526.62,356521.74,2024-11-06,2024-12-23,Reorder Required
2024-12-01,PROD-71718,Product 5274,Warehouse-Central,776,50,726,75,142,1534.57,1190826.32,2024-11-22,2024-12-30,Normal
2024-12-01,PROD-24090,Product 5632,Warehouse-South,347,50,297,29,138,1714.16,594813.52,2024-11-24,2025-01-03,Low Stock
2024-12-01,PROD-84309,Product 7176,Warehouse-East,774,32,742,82,152,1702.51,1317742.74,2024-11-11,2024-12-30,Normal
2024-12-01,PROD-22216,Product 9960,Warehouse-Midwest,786,17,769,95,78,1734.51,1363324.86,2024-11-19,2025-01-10,Reorder Required
2024-12-01,PROD-16041,Product 1535,Warehouse-Central,488,10,478,54,72,850.85,415214.8,2024-11-08,2025-01-13,Normal
2024-12-01,PROD-11213,Product 3728,Warehouse-East,274,44,230,78,120,1548.87,424390.38,2024-11-15,2025-01-08,Reorder Required
2024-12-01,PROD-84262,Product 5391,Warehouse-South,186,9,177,90,76,81.36,15132.96,2024-11-01,2025-01-10,Reorder Required
2024-12-01,PROD-70709,Product 9187,Warehouse-Midwest,748,9,739,80,75,146.6,109656.8,2024-11-25,2024-12-29,Normal
2024-12-01,PROD-54071,Product 8392,Warehouse-East,846,17,829,55,108,30.64,25921.44,2024-11-05,2024-12-08,Reorder Required
2024-12-01,PROD-85321,Product 5548,Warehouse-North,695,45,650,58,53,843.54,586260.3,2024-11-16,2024-12-03,Normal
2024-12-01,PROD-39302,Product 7556,Warehouse-Central,508,40,468,92,54,1048.87,532825.96,2024-11-01,2024-12-19,Reorder Required
2024-12-01,PROD-95938,Product 9236,Warehouse-West,696,37,659,60,154,1966.9,1368962.4,2024-11-02,2024-12-22,Low Stock
2024-12-01,PROD-75891,Product 7880,Warehouse-East,492,24,468,77,110,452.82,222787.44,2024-11-13,2025-01-07,Reorder Required
2024-12-01,PROD-41942,Product 1803,Warehouse-North,783,3,780,24,175,1459.53,1142811.99,2024-11-10,2025-01-15,Normal
2024-12-01,PROD-11154,Product 8518,Warehouse-Midwest,692,0,692,78,93,1953.25,1351649.0,2024-11-28,2024-12-08,Low Stock
2024-12-01,PROD-44773,Product 3980,Warehouse-East,640,31,609,31,120,272.0,174080.0,2024-11-16,2024-12-22,Low Stock
2024-12-01,PROD-50982,Product 8672,Warehouse-South,571,45,526,71,188,376.84,215175.64,2024-11-08,2024-12-24,Normal
2024-12-01,PROD-54044,Product 5350,Warehouse-North,298,50,248,73,133,1000.67,298199.66,2024-11-20,2024-12-05,Overstocked
2024-12-01,PROD-47016,Product 1854,Warehouse-East,12,11,1,75,162,1888.23,22658.76,2024-11-10,2024-12-20,Low Stock
2024-12-01,PROD-01978,Product 1979,Warehouse-East,359,44,315,76,143,1899.49,681916.91,2024-11-04,2024-12-25,Overstocked
2024-12-01,PROD-23398,Product 9234,Warehouse-East,621,27,594,56,66,1215.69,754943.49,2024-11-14,2024-12-02,Normal
2024-12-01,PROD-29708,Product 6918,Warehouse-Midwest,844,6,838,62,137,1992.12,1681349.28,2024-11-14,2024-12-05,Low Stock
2024-12-01,PROD-82135,Product 5687,Warehouse-South,226,1,225,55,141,1536.6,347271.6,2024-11-01,2025-01-14,Normal
2024-12-01,PROD-65815,Product 4095,Warehouse-Midwest,159,44,115,39,187,1290.64,205211.76,2024-11-29,2024-12-31,Overstocked
2024-12-01,PROD-97806,Product 3667,Warehouse-West,946,32,914,90,137,247.53,234163.38,2024-11-07,2025-01-12,Low Stock
2024-12-01,PROD-79459,Product 5854,Warehouse-North,881,30,851,32,79,1956.78,1723923.18,2024-11-24,2024-12-19,Normal
2024-12-01,PROD-16172,Product 6270,Warehouse-North,165,36,129,35,94,1729.27,285329.55,2024-11-17,2025-01-11,Reorder Required
2024-12-01,PROD-68814,Product 4374,Warehouse-East,577,23,554,33,121,704.37,406421.49,2024-11-27,2024-12-31,Reorder Required
2024-12-01,PROD-79800,Product 2081,Warehouse-North,181,35,146,24,160,489.44,88588.64,2024-11-05,2024-12-22,Overstocked
2024-12-01,PROD-43617,Product 4727,Warehouse-Midwest,539,39,500,53,113,321.02,173029.78,2024-11-03,2024-12-18,Normal
2024-12-01,PROD-27258,Product 7875,Warehouse-Midwest,608,41,567,27,195,1366.13,830607.04,2024-11-20,2024-12-08,Low Stock
2024-12-01,PROD-55409,Product 6385,Warehouse-East,251,30,221,51,130,891.09,223663.59,2024-11-14,2024-12-22,Normal
2024-12-01,PROD-70488,Product 7468,Warehouse-East,660,15,645,82,156,729.65,481569.0,2024-11-19,2025-01-05,Reorder Required
2024-12-01,PROD-68825,Product 4572,Warehouse-North,232,4,228,25,88,962.27,223246.64,2024-11-24,2024-12-20,Normal
2024-12-01,PROD-32575,Product 9303,Warehouse-West,492,45,447,61,186,261.51,128662.92,2024-11-07,2024-12-08,Low Stock
2024-12-01,PROD-31458,Product 7402,Warehouse-Midwest,602,1,601,64,118,51.0,30702.0,2024-11-24,2024-12-23,Overstocked
2024-12-01,PROD-87828,Product 7172,Warehouse-East,306,38,268,55,110,554.2,169585.2,2024-11-24,2025-01-09,Low Stock
2024-12-01,PROD-45987,Product 8401,Warehouse-East,122,35,87,63,58,702.04,85648.88,2024-11-04,2024-12-22,Overstocked
2024-12-01,PROD-17565,Product 4617,Warehouse-Central,985,13,972,50,61,734.03,723019.55,2024-11-20,2024-12-20,Low Stock
2024-12-01,PROD-09207,Product 6378,Warehouse-West,654,20,634,68,99,109.02,71299.08,2024-11-05,2024-12-06,Overstocked
2024-12-01,PROD-21664,Product 3633,Warehouse-West,389,9,380,98,183,1318.53,512908.17,2024-11-19,2025-01-09,Normal
2024-12-01,PROD-27065,Product 8494,Warehouse-North,62,43,19,62,186,1146.43,71078.66,2024-11-22,2025-01-10,Low Stock
2024-12-01,PROD-06574,Product 5384,Warehouse-South,321,2,319,87,183,1502.86,482418.06,2024-11-07,2024-12-21,Low Stock
2024-12-01,PROD-63670,Product 8580,Warehouse-Central,96,35,61,44,71,1904.86,182866.56,2024-11-03,2024-12-10,Normal
2024-12-01,PROD-48047,Product 9822,Warehouse-North,559,13,546,74,182,446.49,249587.91,2024-11-12,2025-01-05,Reorder Required
2024-12-01,PROD-62117,Product 5958,Warehouse-South,526,0,526,85,89,1545.08,812712.08,2024-11-14,2024-12-23,Normal
2024-12-01,PROD-19518,Product 8651,Warehouse-North,272,9,263,34,142,1990.01,541282.72,2024-11-11,2025-01-02,Low Stock
2024-12-01,PROD-66650,Product 5210,Warehouse-Central,946,16,930,55,121,211.2,199795.2,2024-11-06,2024-12-15,Normal
2024-12-01,PROD-84886,Product 4755,Warehouse-South,244,36,208,94,200,957.12,233537.28,2024-11-02,2025-01-15,Low Stock
2024-12-01,PROD-86477,Product 2428,Warehouse-North,534,33,501,100,169,324.66,173368.44,2024-11-26,2024-12-25,Reorder Required
2024-12-01,PROD-77887,Product 3917,Warehouse-South,611,42,569,68,52,636.19,388712.09,2024-11-26,2024-12-30,Low Stock
2024-12-01,PROD-34985,Product 9323,Warehouse-East,403,44,359,44,178,1447.14,583197.42,2024-11-28,2024-12-23,Normal
2024-12-01,PROD-02006,Product 2000,Warehouse-West,743,50,693,51,182,1512.63,1123884.09,2024-11-17,2024-12-28,Reorder Required
2024-12-01,PROD-16340,Product 7252,Warehouse-Midwest,506,29,477,96,157,924.72,467908.32,2024-11-11,2025-01-12,Reorder Required
2024-12-01,PROD-29671,Product 3344,Warehouse-Central,338,33,305,67,50,1247.49,421651.62,2024-11-24,2024-12-16,Reorder Required
2024-12-01,PROD-85711,Product 4508,Warehouse-South,531,45,486,95,133,1335.92,709373.52,2024-11-02,2024-12-22,Normal
2024-12-01,PROD-22394,Product 1172,Warehouse-North,95,31,64,24,195,769.48,73100.6,2024-11-27,2025-01-08,Normal
2024-12-01,PROD-61881,Product 3974,Warehouse-South,676,44,632,100,71,1736.78,1174063.28,2024-11-12,2024-12-04,Overstocked
2024-12-01,PROD-96139,Product 8252,Warehouse-South,434,5,429,94,50,626.55,271922.7,2024-11-13,2024-12-07,Low Stock
2024-12-01,PROD-61730,Product 4521,Warehouse-East,813,34,779,58,73,742.1,603327.3,2024-11-20,2024-12-14,Normal
2024-12-01,PROD-78379,Product 6433,Warehouse-West,547,14,533,27,192,949.76,519518.72,2024-11-18,2024-12-04,Low Stock
2024-12-01,PROD-67376,Product 4179,Warehouse-East,972,35,937,40,88,800.38,777969.36,2024-11-21,2025-01-06,Normal
2024-12-01,PROD-61726,Product 5124,Warehouse-Central,836,44,792,53,184,1158.24,968288.64,2024-11-20,2025-01-01,Normal
2024-12-01,PROD-01070,Product 6895,Warehouse-Central,160,42,118,31,85,1545.11,247217.6,2024-11-15,2025-01-06,Normal
2024-12-01,PROD-10375,Product 3135,Warehouse-North,980,47,933,57,137,1585.85,1554133.0,2024-11-23,2025-01-09,Normal
2024-12-01,PROD-07425,Product 7101,Warehouse-East,968,2,966,86,116,982.56,951118.08,2024-11-25,2024-12-21,Normal
2024-12-01,PROD-46199,Product 9778,Warehouse-North,323,31,292,60,61,742.58,239853.34,2024-11-07,2024-12-23,Normal
2024-12-01,PROD-60582,Product 2159,Warehouse-South,448,31,417,59,69,257.71,115454.08,2024-11-05,2024-12-13,Overstocked
2024-12-01,PROD-13213,Product 6783,Warehouse-West,676,8,668,30,180,149.79,101258.04,2024-11-10,2024-12-06,Reorder Required
2024-12-01,PROD-48976,Product 6249,Warehouse-East,40,31,9,31,170,1893.25,75730.0,2024-11-24,2024-12-19,Low Stock
2024-12-01,PROD-99032,Product 3914,Warehouse-Central,204,6,198,83,104,544.66,111110.64,2024-11-22,2024-12-31,Normal
2024-12-01,PROD-83447,Product 4057,Warehouse-Midwest,592,1,591,88,144,622.99,368810.08,2024-11-24,2024-12-13,Normal
2024-12-01,PROD-44244,Product 3392,Warehouse-Central,958,29,929,74,197,1289.06,1234919.48,2024-11-03,2024-12-27,Reorder Required
2024-12-01,PROD-50274,Product 8854,Warehouse-Midwest,510,11,499,96,134,1437.05,732895.5,2024-11-22,2024-12-04,Normal
2024-12-01,PROD-53045,Product 4672,Warehouse-Midwest,260,27,233,30,99,1683.81,437790.6,2024-11-12,2024-12-07,Overstocked
2024-12-01,PROD-09310,Product 5600,Warehouse-North,719,35,684,63,77,603.1,433628.9,2024-11-10,2024-12-05,Normal
2024-12-01,PROD-59088,Product 6426,Warehouse-Central,591,32,559,27,184,1778.17,1050898.47,2024-11-09,2024-12-22,Reorder Required
2024-12-01,PROD-84751,Product 3636,Warehouse-East,830,7,823,79,65,209.61,173976.3,2024-11-20,2024-12-12,Normal
2024-12-01,PROD-02163,Product 4102,Warehouse-South,670,29,641,27,55,1751.17,1173283.9,2024-11-15,2024-12-22,Normal
2024-12-01,PROD-48875,Product 5438,Warehouse-East,1000,36,964,41,75,599.22,599220.0,2024-11-29,2025-01-01,Normal
2024-12-01,PROD-68104,Product 1829,Warehouse-West,448,30,418,40,167,1127.66,505191.68,2024-11-30,2025-01-14,Normal
2024-12-01,PROD-84476,Product 5706,Warehouse-West,940,42,898,66,62,1258.9,1183366.0,2024-11-16,2025-01-03,Reorder Required
2024-12-01,PROD-98497,Product 5721,Warehouse-South,122,47,75,43,94,1028.72,125503.84,2024-11-11,2025-01-04,Overstocked
2024-12-01,PROD-09660,Product 8190,Warehouse-North,687,16,671,78,144,1200.72,824894.64,2024-11-12,2024-12-26,Normal
2024-12-01,PROD-40284,Product 2803,Warehouse-East,839,8,831,69,174,1240.47,1040754.33,2024-11-16,2025-01-02,Low Stock
2024-12-01,PROD-91723,Product 9140,Warehouse-North,180,6,174,96,108,559.62,100731.6,2024-11-29,2024-12-27,Low Stock
2024-12-01,PROD-18183,Product 8698,Warehouse-Central,251,16,235,85,116,1243.3,312068.3,2024-11-13,2025-01-15,Normal
2024-12-01,PROD-75353,Product 1230,Warehouse-West,782,37,745,99,97,627.73,490884.86,2024-11-19,2024-12-27,Reorder Required
2024-12-01,PROD-30558,Product 6782,Warehouse-South,120,22,98,51,193,841.78,101013.6,2024-11-21,2025-01-03,Reorder Required
2024-12-01,PROD-33943,Product 2803,Warehouse-Midwest,54,6,48,39,190,1770.97,95632.38,2024-11-27,2025-01-05,Reorder Required
2024-12-01,PROD-59425,Product 7955,Warehouse-Central,533,4,529,98,80,1186.67,632495.11,2024-11-30,2025-01-13,Normal
2024-12-01,PROD-47302,Product 4620,Warehouse-South,263,38,225,26,95,1625.28,427448.64,2024-11-15,2024-12-16,Normal
2024-12-01,PROD-52543,Product 4914,Warehouse-West,441,28,413,62,77,924.41,407664.81,2024-11-06,2024-12-14,Normal
2024-12-01,PROD-76114,Product 2233,Warehouse-South,575,25,550,61,63,1311.83,754302.25,2024-11-10,2025-01-04,Overstocked
2024-12-01,PROD-41750,Product 3289,Warehouse-West,97,39,58,74,77,174.3,16907.1,2024-11-22,2025-01-14,Low Stock
2024-12-01,PROD-15556,Product 2582,Warehouse-West,44,38,6,48,87,452.5,19910.0,2024-11-24,2025-01-07,Low Stock
2024-12-01,PROD-81904,Product 6168,Warehouse-East,35,0,35,40,78,1916.69,67084.15,2024-11-06,2025-01-01,Low Stock
2024-12-01,PROD-28805,Product 9889,Warehouse-North,344,3,341,86,117,1773.44,610063.36,2024-11-18,2025-01-15,Normal
2024-12-01,PROD-11137,Product 4122,Warehouse-North,454,26,428,29,61,233.44,105981.76,2024-11-11,2024-12-24,Overstocked
2024-12-01,PROD-88357,Product 7587,Warehouse-West,955,33,922,59,108,78.48,74948.4,2024-11-12,2024-12-30,Low Stock
2024-12-01,PROD-17389,Product 2310,Warehouse-South,839,10,829,57,74,1807.55,1516534.45,2024-11-24,2025-01-01,Reorder Required
2024-12-01,PROD-87772,Product 6558,Warehouse-North,370,11,359,47,169,235.39,87094.3,2024-11-20,2025-01-10,Normal
2024-12-01,PROD-79891,Product 8027,Warehouse-North,541,20,521,58,52,1109.56,600271.96,2024-11-01,2024-12-30,Low Stock
2024-12-01,PROD-13794,Product 1548,Warehouse-South,867,14,853,78,94,1207.14,1046590.38,2024-11-18,2025-01-15,Low Stock
2024-12-01,PROD-68326,Product 4322,Warehouse-Central,810,6,804,41,91,1887.52,1528891.2,2024-11-20,2024-12-19,Normal
2024-12-01,PROD-71246,Product 6859,Warehouse-South,352,17,335,94,110,1034.15,364020.8,2024-11-27,2024-12-04,Overstocked
2024-12-01,PROD-76204,Product 7368,Warehouse-North,764,11,753,28,64,551.36,421239.04,2024-11-03,2025-01-13,Reorder Required
2024-12-01,PROD-33141,Product 4618,Warehouse-Central,359,14,345,26,60,857.2,307734.8,2024-11-24,2025-01-04,Normal
2024-12-01,PROD-50768,Product 1310,Warehouse-South,927,6,921,39,150,201.85,187114.95,2024-11-03,2024-12-24,Normal
2024-12-01,PROD-14417,Product 2180,Warehouse-West,844,23,821,31,137,1448.52,1222550.88,2024-11-05,2024-12-28,Overstocked
2024-12-01,PROD-17343,Product 8913,Warehouse-East,273,27,246,43,175,567.87,155028.51,2024-11-09,2024-12-05,Normal
2024-12-01,PROD-38010,Product 6643,Warehouse-Midwest,659,37,622,21,174,723.66,476891.94,2024-11-29,2024-12-23,Low Stock
2024-12-01,PROD-56413,Product 4238,Warehouse-East,791,39,752,76,111,1317.21,1041913.11,2024-11-01,2025-01-11,Overstocked
2024-12-01,PROD-26763,Product 1040,Warehouse-East,653,41,612,71,80,1407.23,918921.19,2024-11-04,2024-12-29,Reorder Required
2024-12-01,PROD-13860,Product 4973,Warehouse-East,625,18,607,65,167,771.82,482387.5,2024-11-25,2025-01-11,Normal
2024-12-01,PROD-38223,Product 3360,Warehouse-South,682,48,634,52,103,147.58,100649.56,2024-11-24,2024-12-15,Normal
2024-12-01,PROD-06547,Product 3133,Warehouse-East,189,25,164,77,177,1488.8,281383.2,2024-11-03,2025-01-15,Normal
2024-12-01,PROD-15465,Product 4118,Warehouse-Midwest,590,18,572,27,135,1464.59,864108.1,2024-11-28,2025-01-10,Reorder Required
2024-12-01,PROD-57019,Product 6953,Warehouse-Midwest,43,4,39,33,147,538.45,23153.35,2024-11-17,2025-01-13,Normal
2024-12-01,PROD-75079,Product 4629,Warehouse-West,404,7,397,85,185,215.41,87025.64,2024-11-22,2025-01-02,Low Stock
2024-12-01,PROD-73145,Product 2253,Warehouse-East,220,28,192,77,69,428.05,94171.0,2024-11-06,2025-01-04,Normal
2024-12-01,PROD-46376,Product 7714,Warehouse-Midwest,989,6,983,100,62,669.03,661670.67,2024-11-26,2024-12-17,Normal
2024-12-01,PROD-61914,Product 7264,Warehouse-West,986,9,977,92,165,1096.84,1081484.24,2024-11-24,2024-12-24,Low Stock
2024-12-01,PROD-44585,Product 2344,Warehouse-East,380,23,357,83,109,79.47,30198.6,2024-11-19,2024-12-30,Reorder Required
2024-12-01,PROD-28773,Product 8677,Warehouse-North,321,9,312,47,193,1880.89,603765.69,2024-11-04,2024-12-10,Normal
2024-12-01,PROD-40340,Product 5579,Warehouse-North,634,40,594,50,193,26.25,16642.5,2024-11-02,2025-01-15,Overstocked
2024-12-01,PROD-24592,Product 6295,Warehouse-Central,195,16,179,96,157,1528.75,298106.25,2024-11-15,2024-12-16,Normal
2024-12-01,PROD-35656,Product 7613,Warehouse-Central,779,42,737,54,137,1933.98,1506570.42,2024-11-24,2024-12-07,Normal
2024-12-01,PROD-33090,Product 8517,Warehouse-West,156,15,141,95,91,400.28,62443.68,2024-11-10,2025-01-14,Normal
2024-12-01,PROD-41657,Product 5077,Warehouse-West,753,29,724,26,165,1261.18,949668.54,2024-11-19,2024-12-07,Normal
2024-12-01,PROD-08293,Product 8167,Warehouse-East,456,44,412,45,140,243.3,110944.8,2024-11-03,2025-01-14,Normal
2024-12-01,PROD-12955,Product 4715,Warehouse-Midwest,994,41,953,80,161,1307.36,1299515.84,2024-11-11,2024-12-23,Normal
2024-12-01,PROD-81968,Product 4071,Warehouse-North,222,40,182,59,178,1645.28,365252.16,2024-11-22,2025-01-12,Normal
2024-12-01,PROD-20938,Product 2004,Warehouse-West,484,49,435,28,181,51.42,24887.28,2024-11-08,2025-01-11,Low Stock
2024-12-01,PROD-86215,Product 5982,Warehouse-North,114,50,64,30,63,1335.03,152193.42,2024-11-14,2024-12-18,Normal
2024-12-01,PROD-29429,Product 9929,Warehouse-Central,454,10,444,72,171,968.65,439767.1,2024-11-05,2024-12-23,Low Stock
2024-12-01,PROD-16095,Product 7986,Warehouse-Central,844,42,802,27,172,1308.97,1104770.68,2024-11-13,2024-12-22,Low Stock
2024-12-01,PROD-14144,Product 3929,Warehouse-West,764,48,716,50,51,1096.24,837527.36,2024-11-18,2024-12-16,Overstocked
2024-12-01,PROD-67772,Product 7588,Warehouse-Midwest,960,9,951,84,57,891.84,856166.4,2024-11-03,2024-12-02,Low Stock
2024-12-01,PROD-48552,Product 4008,Warehouse-North,882,48,834,30,183,1489.11,1313395.02,2024-11-03,2024-12-28,Overstocked
2024-12-01,PROD-76791,Product 9289,Warehouse-West,474,5,469,30,191,222.76,105588.24,2024-11-10,2025-01-06,Normal
2024-12-01,PROD-45215,Product 3026,Warehouse-East,533,27,506,91,169,1202.68,641028.44,2024-11-28,2024-12-22,Low Stock
2024-12-01,PROD-92650,Product 4088,Warehouse-Midwest,855,18,837,53,179,971.6,830718.0,2024-11-21,2024-12-19,Low Stock
2024-12-01,PROD-43658,Product 9912,Warehouse-South,84,50,34,99,50,1301.57,109331.88,2024-11-05,2025-01-01,Low Stock
2024-12-01,PROD-03790,Product 6002,Warehouse-Midwest,40,34,6,36,172,1504.12,60164.8,2024-11-06,2024-12-22,Low Stock
2024-12-01,PROD-58555,Product 2196,Warehouse-West,883,44,839,95,178,146.44,129306.52,2024-11-21,2024-12-05,Low Stock
2024-12-01,PROD-31589,Product 9415,Warehouse-South,540,45,495,40,173,152.56,82382.4,2024-11-12,2024-12-08,Reorder Required
2024-12-01,PROD-06768,Product 3364,Warehouse-East,346,23,323,57,51,1899.3,657157.8,2024-11-30,2024-12-09,Low Stock
2024-12-01,PROD-98895,Product 4051,Warehouse-Central,131,33,98,54,56,1786.15,233985.65,2024-11-25,2024-12-27,Normal
2024-12-01,PROD-61069,Product 8832,Warehouse-Midwest,509,30,479,70,59,1319.78,671768.02,2024-11-27,2024-12-29,Reorder Required
2024-12-01,PROD-16220,Product 9933,Warehouse-West,279,5,274,24,56,1275.22,355786.38,2024-11-06,2024-12-24,Reorder Required
2024-12-01,PROD-49473,Product 8922,Warehouse-Midwest,57,26,31,65,58,860.12,49026.84,2024-11-10,2024-12-17,Low Stock
2024-12-01,PROD-56077,Product 5842,Warehouse-Midwest,157,44,113,66,170,1723.43,270578.51,2024-11-30,2024-12-18,Overstocked
2024-12-01,PROD-93872,Product 3658,Warehouse-Midwest,882,35,847,34,83,1332.38,1175159.16,2024-11-26,2024-12-12,Normal
2024-12-01,PROD-74426,Product 2414,Warehouse-Central,243,41,202,25,67,735.2,178653.6,2024-11-23,2025-01-12,Overstocked
2024-12-01,PROD-53962,Product 4613,Warehouse-West,275,50,225,49,176,936.35,257496.25,2024-11-27,2024-12-23,Normal
2024-12-01,PROD-54802,Product 3816,Warehouse-North,53,28,25,99,113,660.36,34999.08,2024-11-01,2025-01-03,Low Stock
2024-12-01,PROD-78954,Product 8746,Warehouse-Midwest,702,7,695,31,163,1734.26,1217450.52,2024-11-06,2024-12-28,Overstocked
2024-12-01,PROD-54598,Product 2676,Warehouse-East,43,10,33,56,173,1242.38,53422.34,2024-11-23,2024-12-13,Low Stock
2024-12-01,PROD-59807,Product 8036,Warehouse-East,874,32,842,26,75,983.43,859517.82,2024-11-17,2025-01-01,Normal
2024-12-01,PROD-82915,Product 1983,Warehouse-East,561,35,526,87,91,1533.53,860310.33,2024-11-23,2024-12-20,Overstocked
2024-12-01,PROD-24542,Product 8376,Warehouse-Midwest,693,33,660,77,183,1234.97,855834.21,2024-11-15,2025-01-05,Overstocked
2024-12-01,PROD-69654,Product 6519,Warehouse-South,808,21,787,27,136,365.23,295105.84,2024-11-07,2024-12-19,Normal
2024-12-01,PROD-59826,Product 9746,Warehouse-Midwest,13,0,13,63,190,1253.16,16291.08,2024-11-27,2024-12-18,Low Stock
2024-12-01,PROD-21151,Product 2061,Warehouse-East,817,30,787,60,177,1467.36,1198833.12,2024-11-19,2025-01-10,Normal
2024-12-01,PROD-27060,Product 5378,Warehouse-Midwest,342,23,319,45,138,1127.02,385440.84,2024-11-12,2024-12-27,Overstocked
2024-12-01,PROD-20164,Product 1579,Warehouse-North,286,24,262,71,71,1677.2,479679.2,2024-11-18,2025-01-06,Reorder Required
2024-12-01,PROD-22931,Product 5884,Warehouse-Central,625,14,611,85,90,1762.31,1101443.75,2024-11-15,2025-01-03,Low Stock
2024-12-01,PROD-77820,Product 1131,Warehouse-South,580,31,549,26,56,78.52,45541.6,2024-11-23,2024-12-15,Normal
2024-12-01,PROD-61602,Product 7703,Warehouse-South,827,39,788,85,120,1476.73,1221255.71,2024-11-21,2025-01-09,Low Stock
2024-12-01,PROD-95788,Product 3225,Warehouse-North,862,6,856,26,146,1157.7,997937.4,2024-11-10,2024-12-28,Low Stock
2024-12-01,PROD-21932,Product 1390,Warehouse-North,903,44,859,89,56,915.96,827111.88,2024-11-01,2024-12-08,Normal
2024-12-01,PROD-34221,Product 5958,Warehouse-South,389,23,366,64,124,50.5,19644.5,2024-11-12,2025-01-09,Normal
